feature00,feature01,feature02,feature03,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,label
0.0863484,0.441667,0.35,0.541908,0.86268,0.309227,0.328947,0.0353864,0.441412,165.367,159.106,156.803,19.3299,19.9967,19.754,1.59994,1.47823,1.52885,83.2069,1.0117,1.10547,3.92872,0.516605,0.503807,0.970503,0.301377,0.19078,67.0773,0.447917,6.87927,15.6588,0.960249,11.1453,0.352712,-5.15064,4.39607,121.894,0.452778,72.7171,40.3106,-0.609995,52.0289,8.69561,46.2272,41.8714,0.503112,0.721977,0.0477287,120.922,1.03347,45.2254,10.4907,0.220492,0.0820299,2
0.362517,1.0,0.458333,0.502654,0.532866,1.02599,0.37638,0.0216145,0.209053,154.633,155.079,158.907,30.2426,27.8031,27.8585,0.320991,0.373265,0.299467,81.9548,0.262664,-1.17404,5.97623,0.9238,0.723087,-0.0496449,0.820043,-0.232553,57.2338,0.4625,-0.42828,46.0377,0.40106,8.90764,0.677329,5.77143,-0.124701,162.06,0.0916667,181.172,43.8231,0.598849,78.0008,15.8906,62.6281,10.8704,0.21257,0.583309,0.0244917,87.9207,0.356408,19.5667,10.3893,0.0378588,0.319717,1
0.0717245,0.483333,0.169444,0.231226,0.691066,0.450413,0.160694,0.042924,0.124223,56.3834,70.4839,72.1489,27.9578,30.802,34.5247,2.25029,2.14341,2.47948,57.2807,-4.88938,-2.42177,9.30874,1.65304,3.22521,1.55256,-0.0997723,0.291794,74.9654,1.0,3.71228,37.096,0.559062,2.39361,0.304723,-1.27618,-0.519945,143.764,0.594444,73.6265,49.0209,-0.397969,31.8396,5.65903,18.5749,9.11354,0.188377,0.102304,0.0176597,94.606,-0.257247,6.98289,11.1116,0.349225,1.00179,1
0.179126,1.0,0.427778,0.555861,0.822195,1.31804,0.37722,0.0321132,0.581264,202.477,179.779,118.767,40.0989,43.5119,44.3369,-0.688388,-0.427699,-0.113643,86.5895,-1.70643,20.9258,8.83462,2.2592,6.67379,-0.98878,0.39504,1.04309,80.7643,0.120833,4.57001,11.1434,0.644211,1.49047,0.38083,-1.03654,0.44342,88.0827,0.225,53.3231,19.6275,2.6732,46.6088,5.67573,90.0262,69.4068,0.0460134,0.174137,0.0228047,145.954,0.13605,30.8677,17.597,0.0636343,0.991747,1
0.0955924,0.295833,0.38125,0.869754,0.806784,0.272178,0.348773,0.0304434,0.152447,26.9789,19.4355,21.5365,9.67049,8.35836,6.86798,3.59055,4.35976,4.67405,34.0268,6.68454,-0.574582,5.30249,2.78185,3.42435,1.98462,0.290032,0.928903,50.898,0.197917,-1.7884,11.855,0.117208,13.9201,0.660954,-12.7637,0.63731,174.835,0.283333,160.408,19.3966,0.899475,17.3459,15.3164,115.963,34.354,0.676915,0.529979,0.074395,182.192,0.0557014,30.0992,9.46275,0.198987,0.223687,2
0.0647512,0.544444,0.214583,0.491053,0.0890454,0.474042,0.193001,0.0543391,0.44576,248.265,247.345,249.894,18.6492,17.676,17.8781,-4.72368,-4.95055,-5.01741,98.8008,0.326787,-0.496393,3.21152,0.478688,0.417001,-5.34911,-2.7779,-0.122148,71.36,0.635417,0.683478,32.5973,0.199481,9.70537,0.992549,2.1075,-0.754513,129.726,0.3,187.07,51.4985,1.63874,63.9498,12.7441,223.211,21.9596,0.84127,0.213436,0.0439637,126.984,0.668418,20.0886,10.1896,0.094537,0.749442,1
0.233079,1.0,0.50625,0.455869,0.18711,0.965458,0.452379,0.0315076,0.539598,237.766,240.043,247.818,19.2663,14.4975,8.16124,-2.51592,-2.25305,-2.10285,97.6441,0.271364,-1.86099,2.5065,0.465374,2.04027,-2.67073,-2.05377,-3.15949,61.5112,0.170833,0.0182381,60.1629,0.0620351,4.50518,0.763163,-1.50414,0.848462,155.421,0.147222,57.7684,29.1172,-0.29755,18.5641,19.1653,205.726,12.3669,0.426214,0.284938,0.0293947,139.712,0.405094,47.2644,12.8059,0.11485,0.784881,1
0.237182,0.477083,0.783333,0.240704,0.659637,0.384841,0.713157,0.0228864,0.365341,114.81,106.084,106.87,52.2171,47.6354,49.8681,-0.117768,-0.0571496,0.021388,68.5635,2.11247,0.768594,15.311,3.26861,3.97234,-0.86952,1.14775,-0.0336523,66.5486,0.239583,5.13202,38.5623,0.590975,9.13664,0.168299,-2.08505,-0.175242,43.1784,0.502778,81.8847,43.772,-0.479592,12.2005,11.5134,95.7509,46.4255,0.570223,0.594453,0.219745,102.435,3.80703,52.3691,16.9751,0.154722,0.852043,0
0.48371,1.0,0.645833,0.489221,0.291465,1.12673,0.622494,0.0212239,0.25103,82.4856,129.235,179.961,16.4172,11.6501,5.53451,1.55509,0.980753,0.328069,74.8681,-4.7442,-18.9343,2.90644,0.819959,3.22029,0.775171,1.10593,1.25314,40.6214,0.547222,1.17428,27.8918,0.143925,3.45665,0.396987,-0.222253,3.16505,181.807,0.183333,114.617,19.7827,0.730504,6.15564,19.6838,48.7066,40.4507,0.557905,0.281066,0.0324141,204.067,0.516973,46.5639,12.6842,0.30669,0.990048,1
0.057793,0.189583,0.665625,0.186356,0.532873,0.155925,0.551811,0.0705193,0.542021,95.8993,97.6474,105.552,82.8641,81.404,83.1172,0.68905,0.716074,0.575009,60.99,0.675322,-4.01656,24.6861,5.0316,10.3245,0.122235,1.1754,-0.456937,65.0206,1.0,-1.12785,26.0139,0.310452,10.183,0.367194,-4.95857,-2.51019,58.8088,0.420833,86.3397,57.372,0.746743,5.18806,16.3414,250.76,44.459,0.530735,0.561741,0.0792079,99.1433,2.75052,25.9551,15.6807,0.0243519,1.19513,0
0.0900058,0.327083,0.583333,0.834284,0.240043,0.328233,0.494417,0.0439787,0.528268,89.3754,94.5158,87.5641,57.8046,58.1941,50.7405,0.581033,0.483072,0.768616,62.8695,-2.15479,1.19506,18.2517,3.32304,6.12433,-0.103812,0.717054,-0.821172,63.4204,1.0,-1.16972,40.8735,0.190213,8.50563,0.0689145,3.66939,-0.292731,37.2716,0.15,147.933,63.954,5.67907,8.93459,5.25373,110.199,39.5227,0.520632,0.554967,0.0560094,147.459,1.43325,13.498,7.40954,0.0219329,1.00356,0
0.286348,1.0,0.53125,0.49405,0.772281,1.23352,0.571286,0.0362765,0.460991,135.173,117.78,94.3508,19.7358,19.2432,18.0767,-0.86489,-0.746629,-0.407103,73.8836,1.21663,10.3724,5.19008,0.681529,2.12737,-1.3939,1.14203,-0.796158,93.027,1.0,4.84089,22.9167,0.267223,8.77034,0.129083,-5.13502,0.717604,87.2057,0.491667,95.6823,21.8373,1.17444,16.241,5.3259,93.5586,46.8928,0.711107,0.405519,0.0442361,107.79,-0.445455,32.4222,8.3689,0.0464873,0.0667053,1
0.0715972,0.152083,0.730556,0.681752,0.599001,0.130196,0.635253,0.056741,0.355591,87.606,71.6681,88.8856,65.1281,63.9329,68.076,0.786263,1.02071,0.881971,55.8158,10.5388,-6.37472,20.8824,14.6504,13.4303,0.297832,1.46515,0.476309,59.0515,0.227778,34.48,29.3103,0.25634,15.4318,0.646964,-9.82959,-7.57154,187.488,0.663889,150.48,37.3392,-0.138852,50.2375,4.11088,126.815,60.0519,0.47017,0.561587,0.0700531,217.043,1.5993,25.9683,12.5395,0.0110012,0.810307,0
0.0805266,0.477778,0.427083,0.506365,0.716481,0.392298,0.326968,0.0475027,0.60536,168.042,153.159,125.952,47.0808,51.8013,52.522,-0.77852,-0.574485,-0.334646,80.6431,0.52304,10.7847,12.3762,4.53591,8.01252,-1.14743,3.86108,2.52304,61.7894,0.708333,1.78386,4.63741,0.332006,17.6443,0.6955,1.34999,-0.439051,227.551,0.075,140.966,28.4179,-0.378803,33.3884,16.21,81.4301,46.4218,0.31132,0.209618,0.0461359,233.543,1.72512,26.6356,2.48262,0.0734722,0.655002,2
0.187708,1.0,0.208333,0.520094,0.907102,0.993034,0.190212,0.0335738,0.099,100.418,80.1152,63.8125,12.5833,10.2859,9.35248,-0.136704,0.141441,0.306731,63.7301,3.50605,10.1416,3.42563,1.23715,1.51069,-0.385476,-0.112242,0.0890883,65.4,0.183333,0.659752,51.3666,0.148787,17.9278,0.728476,-0.175665,2.44404,61.5173,0.388889,94.08,5.73896,-1.52847,43.3894,6.84182,83.3278,52.3338,0.473614,0.660374,0.0509775,187.677,-0.248478,56.6849,2.19305,0.0065162,0.909422,1
0.0374074,0.283333,0.252778,0.526141,0.122222,0.267069,0.177918,0.0659035,0.477699,42.9647,44.8716,48.7956,21.5369,23.5735,26.9064,0.569949,0.52279,0.332424,46.4473,0.227591,-1.77054,13.1554,4.43349,6.0934,-0.878081,0.772346,1.2011,73.9841,1.0,-4.07817,41.0265,0.811021,11.7667,0.380537,0.66226,-0.455808,114.929,0.183333,80.4962,5.97739,1.75693,38.437,12.2502,140.039,62.1689,0.580802,0.681378,0.106457,93.3585,1.55109,15.6609,4.03441,0.0230671,0.98929,2
0.248762,0.710417,0.472222,0.459147,0.809853,0.627139,0.405441,0.0251012,0.258478,121.572,94.5872,83.8876,99.0733,94.0934,85.1941,0.107632,0.542593,0.759669,55.8952,11.3765,7.20605,33.7656,17.3872,24.7285,-0.207199,0.781672,-0.642835,80.1389,1.0,0.18897,58.2438,0.646533,11.0789,0.194456,-2.02328,-0.328216,90.3379,0.325,113.334,65.9593,2.4708,39.1334,10.6687,84.2651,57.5325,0.5349,0.470404,0.0296677,154.373,-6.40591,21.2126,6.04299,0.203322,0.283611,0
0.213652,0.7375,0.35625,0.662384,0.847254,0.679011,0.325591,0.0298016,0.186812,96.7855,92.7877,84.023,46.6384,45.3247,43.0481,1.00173,1.15131,1.34923,64.8374,-0.22783,4.112,12.9085,1.26623,2.34978,0.300009,0.764164,-0.341007,64.0866,1.0,-1.07795,33.1548,0.0935187,18.2887,0.675261,-1.79623,0.365701,123.571,0.314583,122.638,66.706,-0.700808,41.7574,15.5311,84.2114,3.9612,0.499182,0.338605,0.0547196,63.3142,-0.870518,43.9213,18.1672,0.242702,0.37607,1
0.00278935,0.0375,0.0944444,0.638723,0.514269,0.0331925,0.0813249,0.157676,0.212418,78.0394,104.651,69.2324,41.7621,36.8619,42.4988,1.0571,0.293347,1.42838,66.6138,-13.8996,14.3485,10.3569,14.3041,10.9834,-0.0666375,-0.355029,0.114598,90.1708,1.0,0.41778,57.4599,0.169793,8.71804,0.317203,8.78581,0.4748,252.251,0.21875,78.3882,49.0287,-1.33663,12.8201,2.89471,88.9309,76.5916,0.288411,0.304368,0.0180043,90.3975,-2.38883,34.6591,3.84111,0.0718866,0.129075,0
0.0338021,0.13125,0.452778,0.770529,0.629749,0.0991277,0.355816,0.0636877,0.431201,44.7906,44.722,37.5155,39.4888,37.1912,37.5013,1.59858,1.91091,2.03875,44.6563,-3.19791,6.72714,15.6823,5.53188,4.9724,0.715122,0.399796,0.709356,86.3529,0.3,5.52875,9.18986,0.905603,6.91002,0.13971,4.40822,0.756124,76.9857,0.258333,97.169,53.543,-6.91738,20.133,0.422222,74.1227,54.6485,0.721088,0.486842,0.0309915,43.3011,0.382434,33.8171,9.22678,0.0155469,1.11642,0
0.0162789,0.180556,0.11875,0.502887,0.29933,0.14811,0.111693,0.0664771,0.240756,180.671,119.777,97.5297,31.3984,27.9438,22.6461,-1.35425,-0.49471,0.190099,76.4054,11.0854,13.1369,7.10794,4.50162,4.23942,-1.14471,3.67012,-0.702384,77.1507,0.145833,-4.23631,36.2447,0.597348,20.3694,0.820352,0.591063,-0.00716496,52.7734,0.075,199.495,12.0233,1.46635,14.2129,2.1283,131.566,47.4927,0.652497,0.377386,0.063804,178.54,1.72852,6.8119,18.2924,0.077037,0.956983,0
0.362106,1.0,0.54375,0.555335,0.806113,1.05329,0.442274,0.0191779,0.334057,19.3581,13.5014,13.4117,19.0826,12.9829,11.3586,4.65593,4.53784,4.21617,26.8549,5.44544,1.75556,8.71472,3.14101,3.63622,2.65932,1.49736,1.71694,70.379,0.916667,0.753388,27.6551,0.129267,14.6035,0.470179,-0.556687,0.746899,94.9533,0.113889,106.604,17.9112,0.348278,31.3028,16.4109,210.159,31.2059,0.231731,0.372542,0.0493827,47.994,2.34113,4.30887,18.0587,0.025544,0.130269,1
0.161563,0.308333,0.744444,0.50154,0.710172,0.264342,0.659114,0.0259689,0.296138,81.3008,46.9944,42.7335,42.6967,44.8318,39.1251,0.439179,0.888229,1.19788,48.1898,17.1848,8.99283,18.16,11.8651,4.86178,0.409297,0.0909854,0.817315,98.7919,0.180556,5.33026,57.2256,0.758517,0.156866,0.308069,-2.72377,0.494165,56.0086,0.147222,24.1201,22.563,0.990596,19.2586,13.0529,107.806,56.7967,0.873992,0.372168,0.0568125,107.345,3.95777,40.2418,20.9227,0.0128993,0.820284,0
0.010081,0.152778,0.09375,0.367537,0.871874,0.124308,0.0814698,0.075775,0.296162,119.497,111.581,112.847,50.544,49.7247,48.5947,1.26405,1.38144,1.35318,70.949,2.26647,0.157239,11.5872,2.21121,2.10216,0.977598,0.975691,0.0324769,58.0603,0.127778,6.69111,4.00152,0.220592,0.231726,0.392434,1.6241,1.84405,105.524,0.508333,179.272,23.5918,-0.533141,21.5639,12.7644,177.965,7.06475,0.930811,0.296507,0.1225,152.155,-0.133958,63.9267,9.58134,0.0125694,0.357408,0
0.247216,1.0,0.591667,0.454707,0.201236,1.24299,0.549381,0.0399822,0.582169,77.0254,75.853,60.7256,43.8,45.8873,48.7531,1.87416,1.89391,2.17315,58.6584,-2.34798,9.56125,13.5116,2.57824,7.30769,0.862218,-0.157326,0.467047,94.9345,0.09375,0.0132649,73.3664,0.242285,7.14051,0.15985,0.441914,0.83216,242.695,0.45,71.3145,7.86578,0.649403,53.1825,10.0338,107.948,21.2874,0.233829,0.34282,0.0323014,25.0791,-0.0476255,63.2696,14.207,0.114317,0.998061,1
0.00675926,0.138889,0.0645833,0.407147,0.755949,0.120661,0.0553708,0.101027,0.246452,187.297,171.862,158.887,71.4028,77.1066,84.2345,-0.958716,-0.641424,-0.49053,82.7618,2.48624,7.08994,19.5533,4.75089,11.3997,-1.35722,2.92427,2.19838,74.4674,0.0395833,-11.3845,7.82006,0.070286,13.9695,0.378422,35.9999,0.306731,83.1303,0.535417,178.54,20.5188,0.120938,32.7352,17.6487,137.68,23.5493,0.697742,0.0809529,0.0150354,215.2,-5.34044,24.2981,16.0847,0.0655671,1.03649,0
0.265457,0.95,0.59375,0.437647,0.485461,0.710315,0.462093,0.0290816,0.529383,121.041,107.512,108.483,54.8064,57.7691,59.6963,0.292507,0.50376,0.619485,69.0624,4.29084,1.16284,15.3887,3.36217,5.21221,0.063467,0.0454056,0.129191,74.2119,0.652083,-2.63792,26.3013,0.210681,14.2398,0.164758,-1.3118,1.98117,163.826,0.377778,159.598,24.0949,-0.0783899,18.4653,11.0438,100.46,51.4406,0.211132,0.4145,0.0450434,115.75,0.78782,36.3098,8.4457,0.313368,0.343935,0
0.0962732,0.347222,0.510417,0.749085,0.630917,0.255087,0.470218,0.037509,0.456784,99.8789,108.761,120.994,57.079,57.8907,56.7899,0.791119,0.515156,0.141736,67.9659,-0.242114,-5.95588,16.5356,2.83285,6.84671,-0.280477,2.39386,-0.0343613,72.6425,0.663889,0.387379,16.8918,0.0957142,17.2274,0.122479,5.64999,0.353555,88.4652,0.6875,213.736,5.78064,-0.247864,47.3222,6.67849,237.264,49.2097,0.501081,0.316719,0.0340298,170.704,1.42882,49.1262,8.47255,0.697471,0.729904,0
0.00733218,0.1125,0.0944444,0.77784,0.787159,0.0978194,0.0764834,0.0986582,0.309913,48.9353,42.8792,38.7814,37.3874,37.8223,30.8488,1.79881,1.78307,2.09007,44.5816,3.52008,3.03267,15.4147,5.60192,9.50247,0.834494,0.0992,1.45851,73.3942,0.304167,-5.48429,51.5446,0.173057,12.2489,0.0928631,-0.668991,0.0494043,38.1856,0.552778,61.7934,58.9206,0.367814,23.5164,14.4668,80.9415,13.4614,0.474784,0.419535,0.0232337,162.574,0.360131,62.4309,5.61874,0.34737,0.723961,0
0.0789873,0.35625,0.666667,0.470401,0.515664,0.292734,0.500416,0.0761961,0.667422,116.409,112.553,100.813,60.5411,64.412,68.1154,-0.0278702,0.0785183,0.33093,68.435,-0.149521,6.79337,18.7728,5.33964,8.72693,-0.367591,-1.04727,0.775946,75.2991,0.125,0.800712,41.0552,0.689557,10.069,0.404869,1.59118,0.230996,148.48,0.522222,98.3234,17.1352,0.348084,54.8245,22.872,109.571,42.095,0.525278,0.295423,0.0406735,190.125,-0.310259,5.88526,3.80447,0.0177315,0.985429,0
0.0445602,0.361111,0.13125,0.511314,0.445269,0.349226,0.128295,0.0477922,0.0598291,49.9377,122.805,127.463,51.8307,31.5272,32.3343,1.23628,1.41655,1.4144,70.135,-21.3415,-8.41864,8.58183,9.20205,2.73308,1.30535,0.72192,0.745123,83.2457,1.0,-2.71053,30.4205,0.225899,8.60667,0.319938,1.91587,1.54811,117.926,0.286111,42.8573,23.7926,-0.45126,44.6079,12.3512,119.593,44.7681,0.514566,0.562571,0.0331446,253.877,0.351082,10.4959,11.9472,0.198987,0.0224031,2
0.116159,1.0,0.140625,0.505049,0.943311,1.01745,0.117213,0.0582894,0.173981,87.3425,68.5076,21.0298,17.1688,14.6395,11.5122,0.43241,0.526527,0.753619,58.6963,-2.2636,35.7424,5.2235,3.18805,7.70942,0.0479306,0.97519,0.10712,55.0777,1.0,-0.681219,61.7994,0.26031,2.61332,0.0764784,-0.316362,-0.391171,89.2581,0.436111,196.396,77.7119,-0.425105,42.6646,15.3191,130.397,61.0837,0.327528,0.186316,0.0232855,64.394,1.08924,57.8205,17.5986,0.0125694,0.151389,1
0.017934,0.166667,0.185417,0.095598,0.918842,0.150279,0.16049,0.0806712,0.419663,242.245,238.663,234.837,27.5616,32.2792,41.3808,-3.53858,-3.1931,-2.88364,97.2321,0.262873,1.43202,6.1745,1.18998,4.8191,-3.76673,1.60179,3.88957,72.775,0.81875,-9.18749,18.0385,0.380072,8.31364,0.217138,0.005207,2.39599,112.998,0.391667,119.792,26.2462,1.15525,19.1011,1.87647,96.8458,17.9007,0.126875,0.150207,0.0450887,109.205,1.13531,59.7437,8.03961,0.250683,0.238206,0
0.0269965,0.216667,0.158333,0.108559,0.68367,0.198702,0.134223,0.0548767,0.213057,148.728,153.178,102.672,56.8125,59.2761,61.5367,-0.272068,-0.221181,-0.112845,78.9163,-7.25471,20.0636,13.9864,3.35619,11.2804,-0.46751,-0.58182,1.19056,71.9612,0.194444,-3.63046,58.8498,0.349278,11.871,0.197294,1.12793,0.245568,116.65,0.563889,180.818,20.4244,-0.694887,44.756,15.3617,102.916,51.6906,0.261417,0.477204,0.0242053,103.73,0.520927,50.6181,1.01116,0.196319,0.361474,1
0.0211516,0.141667,0.225,0.228622,0.613105,0.110728,0.192108,0.0645691,0.33642,84.6523,84.0555,90.0482,52.6113,51.7679,50.4282,0.612294,0.676051,0.468995,60.7763,1.7058,-2.63401,16.9892,11.2237,7.61348,-0.220603,0.478301,1.14988,87.8541,0.322917,-3.81001,6.05057,0.577568,14.296,0.977502,1.10237,1.6029,65.9063,0.552778,104.894,23.0746,-1.2341,24.8132,10.5278,138.092,8.70874,0.625391,0.338478,0.0712521,159.331,0.659331,23.0491,13.5072,0.0283275,0.155465,0
0.0331887,0.216667,0.180556,0.604322,0.755967,0.201255,0.165438,0.0505667,0.151627,96.1738,94.9484,30.9325,58.9887,55.9848,32.1354,-0.0469322,-0.0162079,1.02479,61.8049,-11.0156,39.6452,19.2047,5.89524,9.54442,-0.361823,0.918124,-0.106889,88.8008,1.0,5.04215,10.6563,0.143066,8.66621,0.155502,-1.56839,0.400278,86.5064,0.225,34.053,31.1097,-0.552674,16.0738,8.0067,101.287,25.579,0.493973,0.593298,0.0513328,154.566,3.2206,24.2134,17.0998,0.481603,0.568384,0
0.248457,1.0,0.35,0.492427,0.870908,0.926464,0.288123,0.0292692,0.290123,137.456,137.802,141.834,11.119,11.4712,14.3727,-1.02652,-1.35818,-1.09565,78.4542,0.383508,-1.22621,2.79339,0.811882,1.5444,-2.4126,0.81671,0.774712,50.6623,0.183333,4.72924,32.7641,0.750506,13.1147,0.0450366,0.715005,1.21447,192.463,0.472222,139.545,43.5937,3.51428,53.6327,18.2722,189.765,57.1571,0.23417,0.568444,0.0124235,220.588,-0.39685,25.4079,12.0881,0.0848437,0.713431,1
0.0435417,0.205556,0.285417,0.335995,0.775853,0.174869,0.261242,0.0494418,0.257842,74.6576,66.4605,60.683,60.456,58.3901,59.4532,1.12117,1.33324,1.5201,52.8563,2.02534,5.45499,20.268,4.41621,8.40231,0.436266,1.30358,0.276033,85.0156,0.277083,2.43745,12.7196,0.203574,13.22,0.531699,-4.86544,-0.174307,117.873,0.369444,43.6212,49.9132,-0.0413779,35.6422,10.2756,63.8151,47.7853,0.331933,0.0387188,0.0708496,58.7415,-3.49618,45.5751,10.6969,0.136354,0.109147,0
0.142025,0.416667,0.386111,0.19131,0.519194,0.384346,0.363496,0.0239182,0.117194,16.9563,4.07644,2.21367,33.907,13.4291,7.54188,2.77197,7.1223,10.7425,10.0907,11.0635,7.85422,15.2186,15.627,15.6643,1.96215,0.637312,1.16925,91.0289,0.397917,4.91714,13.9093,0.212757,19.7906,0.361452,1.61353,-0.479193,114.08,0.7,193.712,6.36846,2.36266,18.4503,2.66311,191.835,7.42089,0.361112,0.343887,0.139159,167.287,-0.464279,39.0229,24.2946,0.217488,0.227393,1
0.0246354,0.172917,0.188889,0.927283,0.198418,0.162566,0.158116,0.0580221,0.245748,186.89,170.188,76.7301,38.7588,33.2185,31.5174,-0.852521,-0.843277,0.209481,84.2056,-6.6025,34.1639,7.42864,2.72536,10.0804,-1.37066,-0.291061,-0.437772,74.8923,0.427778,3.94173,56.1438,0.136005,10.0227,0.444709,-1.05717,-4.86025,108.759,0.330556,73.2707,48.4997,0.239908,19.7605,9.26452,122.704,6.50318,0.519042,0.443715,0.034281,185.269,1.39133,71.1379,16.3394,0.365573,0.196694,1
0.10041,0.810417,0.15625,0.554376,0.937198,0.777494,0.13604,0.0542048,0.207044,119.762,124.328,126.692,50.8752,46.8817,41.7758,-0.505121,-0.497157,-0.407089,73.0197,-1.02601,-2.18182,14.2407,1.76209,4.30876,-1.19815,-1.00068,-1.42742,84.9105,0.941667,2.18356,8.34695,0.0791226,7.09376,0.25381,11.2819,1.70232,170.268,0.21875,182.69,49.7426,0.679524,44.8285,8.85648,136.617,52.1706,0.462367,0.443547,0.0493942,160.493,-2.4157,46.339,13.332,0.026412,0.149775,2
0.0453646,0.841667,0.0888889,0.33507,0.477005,0.741362,0.0675382,0.106008,0.393642,212.927,132.742,126.288,27.1992,22.9663,11.1528,-2.09519,-0.00393882,-1.02326,80.787,15.521,7.87516,5.12505,4.24268,5.13917,-1.72199,-0.891782,0.0269004,49.5362,1.0,0.195489,6.51742,0.153814,13.5885,0.355849,-13.8543,2.99657,146.502,0.808333,173.246,39.5334,1.23226,51.1169,19.6892,131.074,55.2358,0.717287,0.488328,0.0316275,140.911,-0.0260638,12.2103,10.33,0.133392,0.0880588,1
0.0206836,0.341667,0.146875,0.408021,0.577641,0.290105,0.107308,0.110482,0.587831,93.2543,60.8631,45.0809,41.4093,42.839,45.1218,0.765564,1.89597,2.35067,55.5638,9.46858,16.2205,13.476,4.21977,8.09231,0.926463,-0.705681,-0.204504,63.0937,0.920833,-2.84336,36.7501,0.711345,15.1059,0.148143,1.80166,0.737164,152.563,0.0722222,130.357,40.2315,1.30337,11.7769,1.8148,18.7549,24.0493,0.458614,0.0796414,0.0225321,74.1436,-0.929923,10.5266,8.19994,0.472025,0.996649,1
0.292101,1.0,0.319444,0.497166,0.855227,1.00975,0.29278,0.0233383,0.0855978,88.8957,81.4429,39.5989,11.0789,9.37726,9.03798,0.0037308,0.111891,-0.0920574,62.6999,-4.76961,23.9869,3.12614,2.29207,3.39412,-0.21228,-0.230072,0.568252,68.0474,0.763889,5.14704,7.20503,0.517681,14.215,0.251919,3.48956,0.19373,88.1246,0.272222,147.264,28.3692,-1.11351,6.67393,19.1323,238.446,21.4699,0.758795,0.0657077,0.138122,39.8195,-1.20401,37.5098,7.64496,0.331209,1.06119,1
0.0464525,0.363889,0.1875,0.13182,0.0871551,0.266691,0.188384,0.0490843,0.319169,88.5382,92.2722,64.9706,50.3492,49.5901,56.2918,2.11765,2.00225,2.27642,63.7639,-6.07623,14.4953,12.5482,4.65243,8.17908,1.38544,0.100673,-0.0722213,52.2116,1.0,1.34225,16.2439,0.30277,5.94451,0.112909,-1.84532,0.785481,91.6353,0.175,57.9524,30.714,0.240068,33.2069,19.1209,76.1987,15.8305,0.500837,0.211138,0.174074,129.349,-0.215628,18.5534,13.3501,0.00603588,0.103818,2
0.131013,0.45,0.363889,0.735573,0.663326,0.419789,0.319159,0.0276072,0.199922,115.454,115.268,124.816,69.8764,62.7407,59.4386,0.00878837,-0.07453,0.0240774,69.0979,1.65554,-5.15862,19.7254,3.9622,12.075,-0.72252,1.52026,-0.437631,53.5331,0.119444,1.89688,37.2544,0.412046,12.6434,0.352885,-5.65087,1.47978,118.993,0.163889,116.253,9.80904,0.117823,53.613,27.592,48.4164,42.957,0.493432,0.354421,0.0517418,40.2912,-0.0658456,31.1123,16.7219,0.0793634,0.116281,2
0.207425,1.0,0.280556,0.490993,0.891107,0.900928,0.240956,0.0296571,0.260664,195.471,193.926,195.215,16.384,15.9619,15.6559,-2.46475,-2.91639,-3.16911,89.8581,0.391701,-0.235985,3.36849,0.574083,1.00758,-5.41586,3.88585,0.353229,61.8747,0.2,3.86956,13.3445,0.877434,19.824,0.276174,-2.02918,1.86271,87.0877,0.0833333,192.886,45.1609,-0.0342366,22.7144,1.78905,111.415,21.8674,0.492416,0.800512,0.0152123,85.7609,-0.440003,44.0806,2.33476,0.00918982,0.378351,2
0.0937326,0.341667,0.639583,0.529956,0.4111,0.256833,0.534933,0.0497006,0.571065,101.453,98.0529,98.4839,74.9752,69.2939,65.2296,0.343171,0.385322,0.370181,62.5545,0.744598,-0.843182,22.8556,2.95524,6.40226,-0.253338,0.211968,-0.384022,56.6331,0.383333,0.810514,36.2693,0.449426,1.9075,0.644173,-0.731161,2.26491,160.983,0.45,161.158,70.1749,0.56636,30.3498,4.07125,52.1776,18.8798,0.31976,0.0557292,0.019944,123.901,-1.13439,41.2621,13.358,0.398912,0.493225,0
0.049838,0.320833,0.466667,0.460698,0.417512,0.233205,0.395498,0.0970739,0.66713,96.4345,89.3784,71.934,37.0222,34.1356,29.8411,0.496608,0.708082,1.02536,64.5389,-0.70942,8.63825,10.3994,3.34937,4.43333,0.0310702,-0.695977,1.25251,75.2635,1.0,-1.16107,51.6407,0.172239,8.91088,0.443015,-0.514407,1.88189,137.693,0.852083,70.4262,21.2772,-0.576806,28.2026,12.9038,58.3934,59.9838,0.240028,0.475652,0.0629259,191.675,1.90735,16.0676,9.07173,0.0297743,0.283724,2
0.22853,0.977083,0.316667,0.606032,0.152947,0.837477,0.278763,0.0263358,0.2614,45.6907,52.5477,62.0542,18.4275,17.5982,18.3345,4.76901,5.39129,4.17028,51.6264,-0.884877,-6.50029,5.8858,1.66732,2.51134,3.04114,-0.149577,0.335447,90.9481,0.513889,2.37383,24.866,0.638257,17.9917,0.399196,1.76175,-0.351125,94.1072,0.283333,93.2194,10.647,-0.25768,16.854,5.23592,134.448,25.8731,0.126069,0.538179,0.0571958,17.4939,-1.23333,64.9095,5.08474,0.253773,0.529432,1
