Elevation,Aspect,Slope,Hillshade_Morning,Hillshade_Afternoon,Hillshade_Evening,Distance_To_River,Distance_From_Road,Distance_From_Pollutant,Sector,Soil,Plant_species
2020,60,18,231,200,95,150,391,488,Sector_3,Soil_5,3
3217,53,5,223,229,142,127,5221,331,Sector_0,Soil_19,2
2028,315,31,126,199,206,360,365,953,Sector_3,Soil_0,0
2664,56,7,225,225,134,297,1092,931,Sector_2,Soil_9,3
2299,264,14,184,246,201,162,1470,685,Sector_3,Soil_1,0
2860,98,14,242,219,103,192,2249,2824,Sector_0,Soil_27,4
2791,11,14,205,212,142,268,1231,2126,Sector_2,Soil_11,0
2058,41,22,216,185,93,190,277,306,Sector_3,Soil_4,3
1981,356,29,160,173,141,85,124,582,Sector_3,Soil_8,3
3116,281,9,196,241,185,170,1167,1549,Sector_1,Soil_21,2
3395,112,15,245,223,103,0,2761,1350,Sector_2,Soil_36,1
2628,159,17,236,241,130,216,577,1809,Sector_0,Soil_27,4
2335,322,12,190,228,178,134,1209,150,Sector_3,Soil_5,3
3375,76,4,225,232,143,503,1320,2418,Sector_2,Soil_29,1
2966,152,18,239,237,120,454,684,2014,Sector_2,Soil_30,4
2397,53,10,226,219,127,0,702,1107,Sector_2,Soil_13,0
2527,196,28,201,249,165,362,825,979,Sector_2,Soil_2,3
2317,311,25,146,214,204,134,966,591,Sector_3,Soil_4,0
2868,8,13,204,213,145,342,3212,1126,Sector_2,Soil_29,4
2542,85,11,236,221,114,30,1543,1533,Sector_2,Soil_14,0
2218,316,34,112,189,206,210,648,908,Sector_3,Soil_8,0
2175,108,32,254,185,32,365,391,330,Sector_3,Soil_0,3
3406,125,28,253,207,61,90,3791,2699,Sector_0,Soil_37,1
3496,8,9,210,223,150,558,1291,1802,Sector_1,Soil_37,1
3225,138,17,243,232,112,42,2542,2790,Sector_0,Soil_26,1
3259,320,18,170,219,188,564,510,1183,Sector_1,Soil_36,2
2210,106,22,251,208,73,127,90,514,Sector_3,Soil_0,3
2354,357,5,213,231,157,30,1221,644,Sector_3,Soil_13,0
3171,13,5,215,229,151,0,4205,558,Sector_2,Soil_20,2
2618,178,32,215,239,132,85,1814,1275,Sector_2,Soil_3,3
3404,194,7,219,246,162,780,1572,1621,Sector_2,Soil_35,1
2472,56,18,229,198,95,552,812,1448,Sector_3,Soil_5,0
2981,85,6,228,230,136,240,4034,1890,Sector_0,Soil_20,4
3108,351,6,209,229,159,30,2262,1892,Sector_0,Soil_26,2
2883,343,9,202,227,163,331,1789,1717,Sector_2,Soil_31,0
3272,101,6,230,232,135,30,3795,3692,Sector_0,Soil_35,1
3133,200,26,201,252,172,124,2117,3518,Sector_0,Soil_26,2
3001,229,16,194,253,193,242,3078,1063,Sector_2,Soil_29,4
3278,195,17,215,252,166,418,2962,900,Sector_2,Soil_30,4
2176,335,15,185,218,172,30,1310,648,Sector_3,Soil_8,3
2912,216,32,172,250,196,192,865,190,Sector_2,Soil_29,4
3241,299,20,161,229,206,212,4294,1421,Sector_0,Soil_35,1
3027,37,9,220,220,135,402,5475,4113,Sector_0,Soil_26,2
2133,333,19,173,212,176,212,437,470,Sector_3,Soil_8,3
3056,69,7,228,226,131,726,1445,882,Sector_0,Soil_20,2
2890,146,31,244,218,78,108,5855,4403,Sector_0,Soil_27,4
3249,77,9,232,224,125,67,2742,1682,Sector_2,Soil_35,1
3353,36,7,220,225,141,474,721,1926,Sector_2,Soil_28,1
2228,2,30,164,168,130,283,641,895,Sector_3,Soil_8,0
3410,191,10,220,248,161,408,2770,1800,Sector_2,Soil_29,2
3349,89,9,234,225,122,162,1879,3273,Sector_0,Soil_35,1
3412,283,3,211,239,167,470,902,693,Sector_1,Soil_35,1
2384,77,18,240,203,86,212,421,721,Sector_2,Soil_1,3
3031,328,6,205,233,167,509,4111,4354,Sector_0,Soil_26,4
3162,44,26,216,175,80,108,1055,1531,Sector_0,Soil_26,2
2467,188,13,220,249,160,499,816,1288,Sector_3,Soil_5,0
3086,333,8,201,229,168,192,2241,2366,Sector_2,Soil_29,4
3098,149,21,242,233,109,228,537,1140,Sector_2,Soil_30,4
3171,359,15,196,211,151,201,592,1921,Sector_1,Soil_20,2
2635,53,16,227,203,105,124,2208,2195,Sector_2,Soil_8,0
2527,297,7,201,238,176,351,210,1879,Sector_3,Soil_5,3
3509,180,9,224,246,155,450,1353,858,Sector_1,Soil_37,1
3305,51,10,225,219,127,201,4200,3610,Sector_2,Soil_20,2
2926,338,11,196,225,167,0,4621,4189,Sector_0,Soil_20,2
2561,52,13,226,211,116,443,573,1129,Sector_2,Soil_1,0
2885,236,3,213,242,166,192,1148,2236,Sector_2,Soil_31,4
3303,79,14,237,215,106,268,3187,1878,Sector_2,Soil_36,1
2978,104,2,222,236,150,182,2746,1930,Sector_0,Soil_26,4
3758,12,19,197,198,133,997,4830,2964,Sector_2,Soil_37,1
2262,88,7,231,228,129,150,1572,366,Sector_3,Soil_8,0
2618,79,13,237,216,107,240,216,1073,Sector_0,Soil_10,4
3078,5,6,213,229,154,488,2927,1725,Sector_2,Soil_29,4
2629,90,4,226,233,143,180,1746,841,Sector_2,Soil_1,3
3231,156,3,223,239,152,150,4507,2028,Sector_0,Soil_35,2
2266,314,32,121,198,208,162,1368,738,Sector_3,Soil_8,0
2474,235,19,185,253,202,30,765,934,Sector_2,Soil_3,3
2469,346,19,181,207,163,85,1307,755,Sector_2,Soil_8,0
2254,300,16,173,232,199,362,1275,1138,Sector_3,Soil_8,3
3044,115,13,242,227,113,350,5276,4235,Sector_0,Soil_26,4
2552,310,24,146,215,205,216,685,571,Sector_2,Soil_8,0
2120,347,34,137,166,153,42,648,551,Sector_3,Soil_8,3
2945,342,12,195,222,166,30,1516,395,Sector_2,Soil_16,2
3377,71,29,237,170,43,180,3031,1989,Sector_0,Soil_36,1
3394,349,15,192,214,160,175,5221,3541,Sector_2,Soil_35,1
3246,30,21,208,190,110,228,1691,552,Sector_2,Soil_36,1
2362,23,23,200,185,113,212,1260,295,Sector_3,Soil_8,0
2611,321,7,203,234,170,313,2368,474,Sector_2,Soil_1,3
3141,169,14,230,245,144,242,395,2731,Sector_1,Soil_16,2
3040,29,12,216,213,132,272,2971,1648,Sector_2,Soil_29,4
3098,42,34,203,146,53,323,3241,1736,Sector_2,Soil_28,2
2444,177,16,226,247,149,212,1167,1463,Sector_2,Soil_1,3
2753,146,12,236,238,131,60,1103,808,Sector_2,Soil_1,3
3162,146,14,239,237,125,751,924,2016,Sector_2,Soil_30,4
3349,25,11,215,216,137,30,2376,1224,Sector_2,Soil_36,1
2091,29,25,202,176,99,60,201,492,Sector_3,Soil_8,0
3405,152,19,240,237,118,283,4179,3331,Sector_2,Soil_30,1
2421,320,24,152,210,194,212,743,1245,Sector_3,Soil_8,0
2784,103,9,235,229,125,30,376,2486,Sector_2,Soil_14,4
2875,124,10,238,233,125,277,2568,2550,Sector_0,Soil_20,4
2525,62,19,233,198,91,124,1379,1289,Sector_2,Soil_3,0
3210,257,16,181,248,205,750,3384,1087,Sector_2,Soil_11,2
2485,340,10,198,225,166,153,1353,871,Sector_2,Soil_8,0
3429,114,10,238,230,121,547,1624,782,Sector_2,Soil_37,1
3142,82,34,243,159,16,67,1356,812,Sector_2,Soil_36,1
3322,278,7,202,241,179,666,1275,2253,Sector_2,Soil_29,4
2488,272,23,153,239,222,210,886,1449,Sector_3,Soil_8,4
2392,3,18,194,204,145,90,560,706,Sector_2,Soil_8,0
2214,49,9,224,221,131,212,170,351,Sector_3,Soil_1,3
3462,172,20,228,245,139,124,3177,1084,Sector_2,Soil_32,1
2757,129,12,240,233,121,120,2028,907,Sector_0,Soil_10,4
2387,62,19,233,198,91,120,895,1364,Sector_3,Soil_5,0
3427,94,3,224,234,145,309,1053,847,Sector_1,Soil_35,1
3367,23,12,213,215,137,175,3719,2781,Sector_2,Soil_36,1
3146,111,16,246,221,98,170,3511,4270,Sector_0,Soil_27,2
3370,125,8,233,235,134,509,2012,2881,Sector_1,Soil_35,2
2710,21,22,198,186,116,277,2760,2402,Sector_2,Soil_8,4
3475,331,11,195,227,171,153,1558,1935,Sector_1,Soil_37,1
2114,239,11,200,249,186,127,660,949,Sector_3,Soil_0,0
2490,307,16,173,229,195,228,351,1888,Sector_3,Soil_8,3
3337,40,24,214,180,90,201,4118,4061,Sector_0,Soil_35,1
3265,253,17,178,249,207,618,3205,899,Sector_2,Soil_29,2
3234,349,12,197,219,160,150,3394,3622,Sector_0,Soil_35,1
2950,204,16,210,253,173,443,1550,1691,Sector_2,Soil_30,4
3066,64,15,233,208,104,30,446,633,Sector_2,Soil_28,4
2446,171,12,228,245,147,150,540,1451,Sector_3,Soil_5,0
2763,141,6,229,238,143,134,2695,5681,Sector_0,Soil_10,4
2906,66,8,228,225,131,566,3150,551,Sector_2,Soil_30,4
3192,299,23,150,224,212,376,4420,1288,Sector_0,Soil_26,2
2913,52,8,225,223,133,404,2630,1466,Sector_2,Soil_8,4
2414,124,18,248,223,97,497,631,1253,Sector_3,Soil_2,0
3335,161,9,230,242,144,1092,2607,1871,Sector_2,Soil_35,1
3097,43,8,222,222,135,120,4881,1388,Sector_0,Soil_19,2
2299,26,32,187,154,85,216,1224,1357,Sector_3,Soil_8,3
3427,229,5,212,245,170,864,2067,1114,Sector_2,Soil_35,1
2119,0,25,174,184,140,90,339,362,Sector_3,Soil_8,0
3351,73,16,237,209,99,218,2706,2430,Sector_0,Soil_36,1
3034,352,17,189,209,157,85,2287,1756,Sector_2,Soil_29,4
3601,353,14,196,215,157,323,1935,2377,Sector_1,Soil_37,1
2958,251,27,150,246,227,182,5148,1518,Sector_0,Soil_26,4
2386,325,16,178,220,181,67,691,1485,Sector_3,Soil_9,0
2392,65,9,229,222,126,242,485,1290,Sector_3,Soil_8,0
2501,219,12,206,251,180,120,757,924,Sector_2,Soil_1,3
3234,187,8,221,246,159,268,3510,3267,Sector_0,Soil_27,2
3289,114,10,238,230,121,95,1263,1275,Sector_2,Soil_28,2
2338,341,19,177,209,168,0,1320,918,Sector_3,Soil_8,3
2873,198,27,200,250,169,90,2803,1323,Sector_2,Soil_11,4
2337,82,7,230,228,132,42,450,1382,Sector_3,Soil_0,0
2301,32,9,218,221,139,404,660,277,Sector_3,Soil_5,3
3177,83,6,228,230,137,42,916,2054,Sector_1,Soil_20,2
2560,89,33,247,166,20,162,1530,916,Sector_2,Soil_2,3
2468,98,22,249,202,70,150,730,446,Sector_3,Soil_0,3
2406,77,10,233,221,119,0,765,1500,Sector_3,Soil_5,3
2300,114,32,254,191,38,127,1052,853,Sector_3,Soil_5,3
2541,229,28,167,252,211,175,1324,1271,Sector_2,Soil_2,3
3123,170,12,229,245,147,120,6963,2445,Sector_0,Soil_26,4
3413,210,8,214,247,169,201,2892,433,Sector_2,Soil_37,1
3237,36,11,219,215,130,30,2068,201,Sector_2,Soil_32,1
2936,297,11,190,237,186,509,5396,2076,Sector_0,Soil_16,4
3420,352,13,196,217,158,990,1371,1731,Sector_2,Soil_35,1
2847,147,8,231,239,140,589,2784,1860,Sector_2,Soil_8,3
3379,67,11,231,218,119,150,2833,1575,Sector_2,Soil_35,1
2952,315,5,207,236,167,0,1371,2192,Sector_0,Soil_20,2
3360,66,11,231,218,118,228,2021,3435,Sector_0,Soil_35,1
2541,58,22,229,188,81,85,1310,1558,Sector_2,Soil_8,0
2607,92,13,240,219,107,170,2945,1036,Sector_2,Soil_9,0
2655,346,9,203,227,162,175,870,1671,Sector_0,Soil_26,4
3423,253,15,186,249,200,577,2720,1383,Sector_2,Soil_29,2
2487,69,4,224,231,143,108,531,1383,Sector_3,Soil_5,0
2426,68,9,230,221,124,313,875,876,Sector_3,Soil_1,3
2531,187,24,215,249,154,390,769,934,Sector_2,Soil_2,3
2333,22,16,207,203,128,150,1047,1036,Sector_3,Soil_9,0
2080,340,23,165,199,169,30,480,751,Sector_3,Soil_8,0
2652,83,11,235,221,116,30,2053,1950,Sector_2,Soil_8,0
3168,4,10,207,220,151,518,2758,3645,Sector_0,Soil_27,2
3415,28,4,218,232,150,376,886,849,Sector_1,Soil_37,1
2593,225,5,213,244,168,474,600,591,Sector_2,Soil_1,3
2597,99,18,246,213,89,242,481,1172,Sector_2,Soil_3,3
2807,225,14,200,253,187,42,2205,2802,Sector_0,Soil_27,2
3331,262,10,195,245,189,247,3570,2014,Sector_2,Soil_29,2
3325,55,17,228,203,102,582,3980,2774,Sector_0,Soil_36,2
3366,137,21,247,227,99,212,853,1087,Sector_1,Soil_21,1
3197,110,5,228,234,140,108,2460,2717,Sector_0,Soil_20,2
3253,207,15,209,253,175,541,2880,3034,Sector_2,Soil_30,4
3415,48,6,223,227,140,808,840,324,Sector_1,Soil_35,1
2662,145,15,239,237,123,256,2173,2493,Sector_2,Soil_3,3
2609,103,9,235,229,125,42,1652,992,Sector_2,Soil_1,3
2839,97,22,249,202,69,391,1095,492,Sector_2,Soil_21,0
3245,80,11,234,221,118,30,2780,1722,Sector_2,Soil_35,1
2401,181,20,222,248,150,0,1405,703,Sector_2,Soil_13,0
3149,55,13,228,212,115,85,5155,1222,Sector_0,Soil_26,2
3364,86,8,232,227,129,272,2029,3399,Sector_0,Soil_35,1
2392,91,13,240,219,108,190,510,810,Sector_2,Soil_1,3
2732,48,13,224,212,120,510,1510,2089,Sector_0,Soil_27,4
3851,352,13,198,218,158,914,4502,2555,Sector_2,Soil_37,1
2369,324,25,150,205,191,108,805,730,Sector_3,Soil_8,0
3062,12,6,214,228,151,60,2998,1040,Sector_0,Soil_26,4
2227,304,23,150,221,209,60,1589,277,Sector_3,Soil_8,0
3373,113,5,230,234,138,182,2544,2466,Sector_0,Soil_36,1
3239,337,12,194,224,169,604,1851,485,Sector_2,Soil_19,2
2517,102,19,248,211,84,30,1851,488,Sector_2,Soil_8,0
2375,10,10,209,220,148,234,1423,516,Sector_3,Soil_5,3
3174,289,17,169,235,206,60,4071,1312,Sector_2,Soil_19,2
2717,175,9,225,245,153,60,2190,750,Sector_2,Soil_9,4
3300,62,13,230,213,113,256,3403,1794,Sector_0,Soil_26,2
3449,297,4,208,238,169,888,1557,1544,Sector_2,Soil_37,1
3024,131,10,237,235,127,60,335,1061,Sector_0,Soil_20,2
2412,332,17,179,217,176,192,750,582,Sector_3,Soil_8,0
2595,36,12,219,212,127,60,1953,2112,Sector_2,Soil_1,0
2360,27,10,216,219,139,484,1315,618,Sector_3,Soil_5,3
3254,172,13,228,246,147,309,2131,1215,Sector_0,Soil_26,4
2549,208,24,196,254,183,424,938,999,Sector_2,Soil_2,3
2579,28,14,214,209,128,150,365,994,Sector_2,Soil_8,3
2366,118,8,234,233,130,42,499,1315,Sector_3,Soil_3,3
2315,332,21,165,208,180,216,1075,860,Sector_3,Soil_8,0
2983,42,11,222,216,128,499,811,633,Sector_2,Soil_28,4
3333,315,17,172,223,191,90,2974,2215,Sector_0,Soil_36,1
2932,310,11,190,233,183,603,5595,2101,Sector_0,Soil_26,4
2925,20,13,210,211,136,408,3057,2120,Sector_0,Soil_26,4
2478,33,30,199,160,80,201,1025,1045,Sector_2,Soil_8,0
2487,190,22,215,250,159,85,2083,371,Sector_2,Soil_3,3
2369,2,37,145,146,119,335,815,1450,Sector_3,Soil_8,3
2647,58,9,227,221,127,30,1513,612,Sector_2,Soil_30,2
2287,127,19,248,224,96,42,1556,693,Sector_3,Soil_2,3
2913,234,15,193,252,194,108,6264,4560,Sector_0,Soil_21,4
2428,344,15,188,214,164,150,1027,979,Sector_3,Soil_5,3
3290,297,6,202,238,175,190,4965,3067,Sector_2,Soil_35,1
2509,56,18,229,198,95,85,999,960,Sector_3,Soil_8,3
2666,83,6,228,230,137,30,1974,1727,Sector_2,Soil_14,3
3155,0,0,218,238,156,350,3836,3319,Sector_0,Soil_26,2
2263,213,26,186,253,190,30,1664,979,Sector_3,Soil_0,0
3352,342,9,201,226,164,124,2907,2268,Sector_0,Soil_36,1
2289,325,28,141,197,190,90,1091,854,Sector_3,Soil_8,0
2567,137,8,233,237,136,127,1328,1323,Sector_2,Soil_1,3
2209,18,38,164,136,85,90,679,569,Sector_3,Soil_8,0
2839,87,10,235,224,119,60,2803,2580,Sector_0,Soil_10,4
3314,38,8,220,222,137,0,2001,932,Sector_2,Soil_36,1
3302,45,6,222,227,141,0,4315,3874,Sector_0,Soil_35,1
3171,339,14,188,218,169,60,2480,2828,Sector_2,Soil_21,2
2531,41,17,219,199,109,192,524,1307,Sector_2,Soil_8,0
3301,77,11,234,220,117,30,2932,1863,Sector_2,Soil_35,1
3411,68,16,235,205,97,558,2144,1463,Sector_0,Soil_36,1
3233,160,22,237,239,121,379,759,2440,Sector_2,Soil_11,4
2574,130,4,226,237,146,0,1581,2773,Sector_2,Soil_14,0
3311,175,13,227,246,149,180,3329,470,Sector_2,Soil_35,2
3289,113,26,253,203,61,175,2471,2687,Sector_0,Soil_36,1
2380,288,34,108,214,236,150,319,1602,Sector_3,Soil_8,3
3358,185,13,222,249,158,738,4357,2318,Sector_2,Soil_35,1
2516,105,8,234,230,128,0,1412,1321,Sector_2,Soil_3,3
2366,289,25,141,227,222,67,1351,360,Sector_3,Soil_8,0
2934,168,28,229,237,120,649,2271,1816,Sector_2,Soil_3,1
2855,184,3,220,241,157,60,2885,2589,Sector_0,Soil_20,4
3728,339,13,191,221,168,1025,5228,3360,Sector_2,Soil_37,1
3341,46,15,223,206,112,577,3522,1813,Sector_2,Soil_36,1
2997,136,13,240,234,121,540,541,1173,Sector_0,Soil_26,4
3101,112,8,235,231,128,212,4452,3185,Sector_0,Soil_26,2
2207,331,23,161,205,180,42,1075,450,Sector_3,Soil_8,3
2573,146,28,245,223,87,301,421,1112,Sector_2,Soil_3,3
2941,244,33,137,244,230,870,4118,1382,Sector_2,Soil_11,4
2632,280,31,121,226,236,85,1485,1129,Sector_2,Soil_11,0
2627,207,11,213,250,171,404,1657,1842,Sector_2,Soil_1,3
2998,117,6,231,234,136,607,5522,2866,Sector_0,Soil_27,4
3010,8,16,200,207,142,451,1956,2929,Sector_2,Soil_29,4
3279,312,7,200,235,174,120,3520,1698,Sector_2,Soil_29,2
3250,119,18,248,222,96,212,2966,1233,Sector_2,Soil_29,2
3304,183,16,223,249,154,430,912,2716,Sector_2,Soil_29,4
2584,94,11,238,223,115,0,1598,1167,Sector_2,Soil_17,0
2649,32,8,219,224,141,0,1116,1678,Sector_2,Soil_30,4
3057,339,21,172,206,170,323,3525,2023,Sector_2,Soil_21,2
3477,9,17,199,204,139,663,4283,3492,Sector_2,Soil_36,1
3172,0,9,207,223,154,421,3055,1650,Sector_2,Soil_28,2
2137,19,14,208,209,135,0,1214,571,Sector_3,Soil_12,0
2755,331,10,197,228,170,350,1771,2424,Sector_2,Soil_8,0
3317,39,12,220,213,126,120,4463,3958,Sector_0,Soil_35,1
3012,23,13,212,211,134,242,834,1867,Sector_2,Soil_29,4
3356,293,2,214,238,162,362,845,2040,Sector_2,Soil_29,1
3092,306,21,157,222,204,525,1290,1092,Sector_2,Soil_30,2
2304,317,23,155,213,196,162,1100,832,Sector_3,Soil_8,0
2457,336,3,213,235,160,371,1103,858,Sector_3,Soil_5,3
3366,305,10,194,235,181,90,2700,2330,Sector_0,Soil_36,1
3197,45,4,221,230,145,42,5566,937,Sector_0,Soil_16,2
2749,82,11,235,220,115,437,582,2673,Sector_0,Soil_26,4
3408,50,20,224,193,94,612,3516,1587,Sector_2,Soil_36,1
2243,290,27,133,224,225,162,904,474,Sector_3,Soil_0,3
2234,326,23,156,207,187,212,1176,1116,Sector_3,Soil_8,3
2453,106,13,242,224,109,382,750,1406,Sector_3,Soil_5,0
3401,122,12,240,230,118,108,2659,1230,Sector_2,Soil_36,1
2296,124,20,249,221,92,277,339,745,Sector_3,Soil_2,3
2896,277,19,164,240,214,201,706,1749,Sector_2,Soil_11,2
3194,62,13,230,213,113,424,4626,2591,Sector_0,Soil_26,2
2338,328,29,138,193,187,67,192,120,Sector_3,Soil_8,3
2737,328,21,165,211,183,361,1764,2024,Sector_2,Soil_9,4
3377,300,7,202,237,175,335,1558,782,Sector_2,Soil_35,1
3287,270,4,208,241,171,573,510,1414,Sector_1,Soil_20,2
3232,118,18,248,221,94,242,1533,2618,Sector_0,Soil_27,2
3137,278,20,161,239,215,190,4512,1266,Sector_0,Soil_19,2
2303,34,19,214,195,111,127,270,1633,Sector_3,Soil_5,3
2042,296,17,170,233,202,247,671,934,Sector_3,Soil_0,0
2624,16,16,204,205,134,283,518,1050,Sector_2,Soil_8,3
3041,312,13,185,230,185,270,4815,2812,Sector_0,Soil_26,2
2639,117,15,244,225,106,150,2219,2326,Sector_2,Soil_9,3
2942,108,13,241,225,111,30,362,1249,Sector_0,Soil_27,2
2560,219,17,198,254,188,309,812,1398,Sector_2,Soil_3,3
2300,143,25,246,225,90,30,1423,794,Sector_3,Soil_2,3
2356,333,26,153,198,179,127,255,277,Sector_3,Soil_8,3
2944,294,5,207,239,171,552,3066,3486,Sector_0,Soil_10,4
3109,7,13,204,214,146,360,1411,1213,Sector_0,Soil_26,2
3598,20,15,208,207,133,342,1848,1673,Sector_1,Soil_37,1
2585,341,24,163,197,168,234,700,306,Sector_2,Soil_30,0
2993,91,15,242,215,99,150,3989,2629,Sector_0,Soil_26,2
2498,289,16,172,236,204,210,1283,510,Sector_3,Soil_8,0
2817,168,15,230,245,142,30,2564,1867,Sector_0,Soil_20,4
3045,285,14,181,239,198,95,3050,1753,Sector_2,Soil_21,4
2713,70,12,233,215,112,180,1723,1237,Sector_2,Soil_9,4
2538,64,16,233,206,100,295,499,1015,Sector_2,Soil_1,0
2587,357,9,205,223,155,376,511,787,Sector_2,Soil_9,3
2447,273,15,178,243,204,361,1570,459,Sector_3,Soil_5,0
2631,124,2,222,237,151,424,1972,560,Sector_2,Soil_1,3
3129,40,13,221,212,124,361,4768,1867,Sector_0,Soil_17,2
2435,87,28,247,183,46,201,759,659,Sector_3,Soil_0,3
2600,312,17,173,226,192,30,1380,914,Sector_2,Soil_30,0
2324,15,28,183,171,113,212,793,594,Sector_3,Soil_5,0
2366,111,22,252,209,73,30,518,481,Sector_3,Soil_0,3
2497,188,2,219,240,157,0,1208,1433,Sector_2,Soil_14,0
3258,57,13,228,213,116,150,1722,979,Sector_2,Soil_36,1
2532,345,9,202,225,162,335,108,1961,Sector_3,Soil_5,3
2863,159,11,231,242,141,108,3313,3360,Sector_0,Soil_27,4
2614,62,12,230,215,115,408,1374,4163,Sector_0,Soil_26,4
2141,33,32,195,152,73,234,277,726,Sector_3,Soil_8,3
2735,29,12,216,214,133,366,2418,1872,Sector_2,Soil_29,4
2513,207,20,203,254,179,150,2136,362,Sector_2,Soil_3,3
2421,351,11,201,222,159,150,1057,960,Sector_3,Soil_5,3
2998,0,12,202,217,152,153,3852,2430,Sector_0,Soil_27,4
2714,124,14,243,229,112,120,2420,2093,Sector_0,Soil_10,4
3143,262,21,164,245,217,216,256,2376,Sector_1,Soil_19,2
2318,67,17,235,205,97,30,918,972,Sector_3,Soil_8,0
3732,349,15,191,213,160,1048,5169,3304,Sector_2,Soil_37,1
3195,33,5,219,229,147,60,3576,3426,Sector_0,Soil_20,2
2791,294,12,186,237,191,120,1919,3220,Sector_0,Soil_27,2
2657,121,15,244,227,107,228,424,270,Sector_2,Soil_3,3
3154,103,8,233,230,130,0,4147,3221,Sector_2,Soil_19,2
3467,58,17,230,202,99,957,2472,1236,Sector_0,Soil_32,2
2893,135,9,235,236,133,67,4375,6187,Sector_0,Soil_26,4
2623,21,23,198,185,115,240,382,1384,Sector_2,Soil_8,0
3094,168,15,231,245,141,466,1421,685,Sector_2,Soil_11,4
2326,306,29,129,209,214,242,558,592,Sector_3,Soil_8,3
3129,343,24,164,196,166,350,1539,2072,Sector_2,Soil_21,2
2412,240,15,190,251,197,285,1319,685,Sector_3,Soil_0,0
3242,34,17,215,201,117,780,2239,2282,Sector_2,Soil_35,1
2354,90,24,248,194,60,30,242,866,Sector_3,Soil_14,3
2335,297,2,213,238,163,0,350,671,Sector_2,Soil_12,0
2527,132,14,242,232,117,258,955,1116,Sector_2,Soil_1,3
2921,49,16,225,205,110,30,3618,1473,Sector_0,Soil_16,4
2206,82,42,236,132,0,390,524,518,Sector_3,Soil_8,3
2932,248,16,184,250,202,997,2556,1405,Sector_2,Soil_31,4
3429,307,12,186,232,187,201,5125,3960,Sector_2,Soil_35,1
2538,46,20,222,192,97,95,1328,1521,Sector_2,Soil_8,0
2493,201,24,202,252,173,60,847,1195,Sector_2,Soil_1,4
3046,228,19,189,254,197,85,3078,841,Sector_2,Soil_29,4
3120,323,21,162,213,189,384,655,1864,Sector_2,Soil_19,2
3183,276,27,139,234,229,283,4741,3220,Sector_0,Soil_26,2
2411,25,20,206,193,117,190,592,1140,Sector_3,Soil_8,3
2462,294,17,168,233,204,228,210,700,Sector_3,Soil_8,3
2711,31,11,217,217,134,60,1224,2006,Sector_0,Soil_10,2
2478,113,5,230,234,138,242,626,1317,Sector_3,Soil_5,0
3215,208,14,209,252,175,402,3215,830,Sector_2,Soil_30,2
2320,74,35,236,152,16,256,658,573,Sector_3,Soil_5,3
2528,21,27,191,171,104,95,1800,949,Sector_2,Soil_8,0
3455,295,15,176,235,198,832,4892,3019,Sector_2,Soil_36,1
2663,79,8,231,226,128,582,658,1366,Sector_2,Soil_9,3
2915,35,21,213,190,105,150,1429,1559,Sector_0,Soil_26,2
2995,127,9,236,234,128,60,323,942,Sector_0,Soil_19,2
2476,309,7,202,236,173,335,730,1249,Sector_3,Soil_5,0
2841,210,29,183,251,188,285,3171,1544,Sector_2,Soil_11,4
2750,276,25,144,236,227,90,1224,1442,Sector_2,Soil_21,2
2435,113,25,253,206,66,85,700,306,Sector_3,Soil_0,3
3243,53,22,226,187,84,85,1864,4642,Sector_1,Soil_19,2
3331,301,8,197,237,179,134,3450,1959,Sector_2,Soil_29,2
2886,42,17,220,199,109,256,5167,4144,Sector_0,Soil_13,4
3385,282,10,191,241,189,395,3937,1994,Sector_2,Soil_35,1
2223,51,33,215,150,45,366,782,832,Sector_3,Soil_5,3
2697,104,9,236,229,124,335,830,400,Sector_2,Soil_1,3
2680,157,26,238,232,106,212,1771,1215,Sector_2,Soil_3,3
3332,186,12,222,248,158,765,2885,1155,Sector_2,Soil_30,1
2599,295,11,190,237,187,330,797,1041,Sector_3,Soil_9,3
2474,329,14,186,223,176,85,1332,782,Sector_2,Soil_1,0
2549,14,14,206,210,139,362,1006,514,Sector_3,Soil_5,3
2537,21,8,215,223,145,60,150,1443,Sector_2,Soil_8,0
3051,77,20,241,199,80,30,916,1260,Sector_2,Soil_20,2
3480,1,12,203,218,152,391,1172,1699,Sector_1,Soil_37,1
3225,270,11,190,244,193,212,3006,1019,Sector_2,Soil_28,2
2409,302,19,165,228,202,127,684,569,Sector_3,Soil_8,0
2342,62,23,232,187,75,182,180,1001,Sector_2,Soil_1,3
3345,180,11,224,247,154,819,2952,1103,Sector_2,Soil_30,1
2601,136,21,247,226,97,42,2049,1560,Sector_2,Soil_3,3
2458,322,10,194,230,176,124,1110,228,Sector_3,Soil_8,0
2389,135,2,222,238,152,0,819,1176,Sector_2,Soil_3,0
2397,356,14,197,215,155,212,870,990,Sector_3,Soil_8,0
3299,242,5,211,243,170,0,1343,1507,Sector_2,Soil_35,2
2995,342,2,214,235,159,134,3087,6241,Sector_0,Soil_26,4
3837,359,13,199,215,152,979,4778,2848,Sector_2,Soil_37,1
3181,88,9,234,226,124,108,1756,691,Sector_2,Soil_28,2
3321,12,16,202,205,138,313,3362,2240,Sector_2,Soil_28,1
2454,277,18,169,241,210,42,886,564,Sector_3,Soil_8,4
3102,123,23,252,215,77,240,953,1150,Sector_2,Soil_19,4
3335,143,29,246,219,79,301,1350,841,Sector_2,Soil_36,1
